venue_id_a,venue_id_b,duration_minutes,time_source
google_00001,google_00044,6.7,osrm
google_00001,google_00070,5.4,osrm
google_00020,google_00041,11.3,osrm
google_00020,google_00042,9.5,osrm
google_00020,google_00044,11.0,osrm
google_00020,google_00070,9.9,osrm
google_00041,google_00042,7.7,osrm
google_00041,google_00044,9.4,osrm
google_00041,google_00070,6.6,osrm
google_00041,google_00136,5.9,osrm
google_00041,google_00137,6.0,osrm
google_00042,google_00070,1.9,osrm
google_00042,google_00136,7.2,osrm
google_00042,google_00137,4.0,osrm
google_00044,google_00070,4.1,osrm
google_00044,google_00136,8.1,osrm
google_00044,google_00137,4.9,osrm
google_00070,google_00136,5.9,osrm
google_00070,google_00137,2.7,osrm
8318,google_00087,4.7,osrm
337,google_00091,4.6,osrm
15684,google_00087,6.0,osrm
5354,google_00087,5.0,osrm
28270,google_00087,7.2,osrm
75864,google_00075,3.6,osrm
75864,google_00081,5.1,osrm
google_00075,google_00081,4.0,osrm
43780,google_00007,11.3,osrm
43780,google_00074,10.2,osrm
11945,google_00007,6.3,osrm
11945,google_00074,7.2,osrm
12867,google_00007,10.2,osrm
12867,google_00074,9.0,osrm
17394,google_00007,13.8,osrm
17394,google_00074,11.3,osrm
26083,google_00096,2.4,osrm
26748,google_00007,8.6,osrm
26748,google_00074,6.2,osrm
67516,google_00007,10.0,osrm
67516,google_00074,7.5,osrm
73162,google_00007,7.2,osrm
73162,google_00074,8.0,osrm
google_00007,google_00074,4.6,osrm
14389,google_00143,8.5,osrm
google_00001,google_00143,8.7,osrm
google_00020,google_00143,13.2,osrm
google_00042,google_00143,5.6,osrm
google_00044,google_00143,7.5,osrm
google_00070,google_00143,4.5,osrm
google_00143,google_00136,10.1,osrm
google_00143,google_00137,6.9,osrm
6,337,6.1,osrm
6,google_00091,5.0,osrm
328,337,4.2,osrm
328,google_00091,3.1,osrm
1629,337,5.6,osrm
1629,google_00091,5.2,osrm
337,1017,4.7,osrm
337,832,4.7,osrm
337,576,7.1,osrm
337,17196,4.0,osrm
337,24977,7.1,osrm
337,5757,6.0,osrm
337,18109,6.3,osrm
337,16110,5.9,osrm
337,8381,7.3,osrm
337,16974,4.7,osrm
337,44851,6.3,osrm
337,46454,8.5,osrm
337,54348,5.0,osrm
337,google_00032,7.8,osrm
337,google_00038,5.7,osrm
337,google_00046,8.9,osrm
337,google_00048,6.5,osrm
337,google_00062,5.2,osrm
337,google_00065,5.7,osrm
337,google_00066,7.0,osrm
337,google_00071,3.7,osrm
337,google_00077,6.1,osrm
337,google_00078,3.9,osrm
337,google_00085,5.1,osrm
337,google_00094,5.6,osrm
337,google_00104,6.7,osrm
337,google_00106,5.7,osrm
337,google_00109,4.9,osrm
337,google_00113,2.8,osrm
337,google_00117,5.4,osrm
337,google_00119,5.5,osrm
337,google_00120,4.0,osrm
337,google_00123,3.0,osrm
337,google_00125,6.5,osrm
337,google_00128,5.5,osrm
337,google_00129,6.2,osrm
337,google_00135,10.1,osrm
337,google_00139,5.9,osrm
337,google_00141,5.8,osrm
1017,google_00091,6.7,osrm
832,google_00091,4.9,osrm
576,google_00091,6.2,osrm
17196,google_00091,3.6,osrm
24977,google_00091,6.3,osrm
5757,google_00091,6.5,osrm
18109,google_00091,6.2,osrm
16110,google_00091,6.4,osrm
8381,google_00091,8.5,osrm
16974,google_00091,8.3,osrm
44851,google_00091,4.1,osrm
46454,google_00091,7.9,osrm
54348,google_00091,7.4,osrm
google_00032,google_00091,8.3,osrm
google_00038,google_00091,4.9,osrm
google_00046,google_00091,8.3,osrm
google_00048,google_00091,7.5,osrm
google_00062,google_00091,6.7,osrm
google_00065,google_00091,6.1,osrm
google_00066,google_00091,8.4,osrm
google_00071,google_00091,5.3,osrm
google_00077,google_00091,4.7,osrm
google_00078,google_00091,5.2,osrm
google_00085,google_00091,7.7,osrm
google_00091,google_00094,7.8,osrm
google_00091,google_00104,5.7,osrm
google_00091,google_00106,8.2,osrm
google_00091,google_00109,7.1,osrm
google_00091,google_00113,5.0,osrm
google_00091,google_00117,5.5,osrm
google_00091,google_00119,7.7,osrm
google_00091,google_00120,7.2,osrm
google_00091,google_00123,5.2,osrm
google_00091,google_00125,8.7,osrm
google_00091,google_00128,7.7,osrm
google_00091,google_00129,8.4,osrm
google_00091,google_00135,12.3,osrm
google_00091,google_00139,8.1,osrm
google_00091,google_00141,5.9,osrm
8318,43780,6.4,osrm
8318,11945,9.4,osrm
8318,12867,6.0,osrm
8318,17394,7.7,osrm
8318,26748,12.1,osrm
8318,67516,9.6,osrm
8318,73162,14.5,osrm
8318,google_00007,14.8,osrm
8318,google_00074,13.3,osrm
43780,15684,10.4,osrm
43780,5354,7.7,osrm
43780,28270,5.5,osrm
43780,google_00087,5.5,osrm
11945,15684,10.7,osrm
11945,5354,8.1,osrm
11945,28270,8.0,osrm
11945,google_00087,5.8,osrm
12867,15684,8.7,osrm
12867,5354,6.6,osrm
12867,28270,6.2,osrm
12867,google_00087,4.4,osrm
17394,15684,7.5,osrm
17394,5354,9.1,osrm
17394,28270,8.5,osrm
17394,google_00087,6.5,osrm
26748,15684,13.9,osrm
26748,5354,16.3,osrm
26748,28270,15.7,osrm
26748,google_00087,13.6,osrm
67516,15684,8.6,osrm
67516,5354,9.0,osrm
67516,28270,8.6,osrm
67516,google_00087,6.7,osrm
15684,73162,15.9,osrm
15684,google_00007,16.2,osrm
15684,google_00074,14.0,osrm
5354,73162,14.8,osrm
5354,google_00007,15.1,osrm
5354,google_00074,13.5,osrm
28270,73162,14.2,osrm
28270,google_00007,14.5,osrm
28270,google_00074,13.3,osrm
73162,google_00087,12.3,osrm
google_00007,google_00087,12.3,osrm
google_00074,google_00087,11.1,osrm
13521,8937,4.6,osrm
13521,15178,10.2,osrm
13521,55752,9.7,osrm
13521,google_00045,7.9,osrm
13521,google_00122,11.8,osrm
13521,google_00127,7.3,osrm
13521,google_00130,4.9,osrm
13521,google_00133,8.7,osrm
8937,google_00111,6.2,osrm
8937,google_00116,6.4,osrm
8937,google_00121,6.3,osrm
8937,google_00122,12.3,osrm
15178,google_00111,9.4,osrm
15178,google_00116,9.5,osrm
15178,google_00121,9.8,osrm
15178,google_00122,7.2,osrm
55752,google_00111,9.5,osrm
55752,google_00116,9.7,osrm
55752,google_00121,9.6,osrm
55752,google_00122,9.5,osrm
google_00045,google_00111,7.3,osrm
google_00045,google_00116,7.4,osrm
google_00045,google_00121,8.3,osrm
google_00045,google_00122,8.4,osrm
google_00111,google_00122,10.6,osrm
google_00111,google_00127,9.8,osrm
google_00111,google_00130,3.8,osrm
google_00111,google_00133,8.9,osrm
google_00116,google_00122,10.4,osrm
google_00116,google_00127,10.0,osrm
google_00116,google_00130,3.6,osrm
google_00116,google_00133,9.2,osrm
google_00121,google_00122,13.5,osrm
google_00121,google_00127,7.4,osrm
google_00121,google_00130,6.7,osrm
google_00121,google_00133,8.1,osrm
google_00122,google_00127,14.6,osrm
google_00122,google_00130,8.9,osrm
google_00122,google_00133,12.1,osrm
8318,26083,11.1,osrm
8318,google_00096,10.6,osrm
6627,75864,9.2,osrm
6627,google_00075,6.8,osrm
6627,google_00081,8.5,osrm
6627,google_00118,4.0,osrm
2088,75864,8.9,osrm
2088,google_00075,7.7,osrm
2088,google_00081,9.3,osrm
2088,google_00118,4.8,osrm
43780,26083,7.6,osrm
43780,google_00096,7.1,osrm
6140,75864,7.4,osrm
6140,google_00075,7.2,osrm
6140,google_00081,8.9,osrm
6140,google_00118,4.3,osrm
11945,26083,3.2,osrm
11945,google_00096,4.5,osrm
12867,26083,6.5,osrm
12867,google_00096,6.0,osrm
17394,26083,10.4,osrm
17394,google_00096,9.9,osrm
26083,26748,11.1,osrm
26083,67516,8.2,osrm
26083,15684,13.3,osrm
26083,5354,10.7,osrm
26083,28270,10.6,osrm
26083,73162,6.7,osrm
26083,google_00007,7.0,osrm
26083,google_00074,7.8,osrm
26083,google_00087,8.4,osrm
26748,google_00096,15.8,osrm
67516,google_00096,7.1,osrm
15684,google_00096,11.9,osrm
7222,75864,9.7,osrm
7222,google_00075,9.4,osrm
7222,google_00081,11.1,osrm
7222,google_00118,6.6,osrm
5354,google_00096,10.9,osrm
28270,google_00096,10.3,osrm
75864,13788,8.9,osrm
75864,google_00034,13.0,osrm
75864,google_00036,11.9,osrm
75864,google_00037,8.6,osrm
75864,google_00039,12.1,osrm
75864,google_00040,9.0,osrm
75864,google_00068,9.5,osrm
75864,google_00099,10.9,osrm
75864,google_00101,10.9,osrm
75864,google_00103,10.3,osrm
75864,google_00115,12.4,osrm
75864,google_00118,8.1,osrm
75864,google_00126,10.0,osrm
75864,google_00132,10.4,osrm
75864,google_00138,9.4,osrm
13788,google_00075,5.1,osrm
13788,google_00081,6.6,osrm
13788,google_00118,3.3,osrm
73162,google_00096,7.1,osrm
google_00007,google_00096,7.2,osrm
google_00034,google_00075,8.3,osrm
google_00034,google_00081,10.0,osrm
google_00034,google_00118,5.5,osrm
google_00036,google_00075,9.5,osrm
google_00036,google_00081,11.1,osrm
google_00036,google_00118,6.6,osrm
google_00037,google_00075,5.3,osrm
google_00037,google_00081,6.9,osrm
google_00037,google_00118,2.9,osrm
google_00039,google_00075,7.4,osrm
google_00039,google_00081,9.1,osrm
google_00039,google_00118,4.6,osrm
google_00040,google_00075,7.7,osrm
google_00040,google_00081,9.4,osrm
google_00040,google_00118,4.8,osrm
google_00068,google_00075,9.1,osrm
google_00068,google_00081,10.7,osrm
google_00068,google_00118,7.7,osrm
google_00074,google_00096,10.8,osrm
google_00075,google_00099,9.5,osrm
google_00075,google_00101,10.3,osrm
google_00075,google_00103,9.6,osrm
google_00075,google_00115,9.2,osrm
google_00075,google_00118,4.9,osrm
google_00075,google_00126,7.6,osrm
google_00075,google_00132,9.7,osrm
google_00075,google_00138,6.2,osrm
google_00081,google_00099,10.8,osrm
google_00081,google_00101,10.8,osrm
google_00081,google_00103,10.1,osrm
google_00081,google_00115,11.0,osrm
google_00081,google_00118,7.4,osrm
google_00081,google_00126,9.3,osrm
google_00081,google_00132,10.2,osrm
google_00081,google_00138,8.0,osrm
google_00087,google_00096,7.9,osrm
google_00099,google_00118,5.8,osrm
google_00101,google_00118,7.9,osrm
google_00103,google_00118,7.9,osrm
google_00115,google_00118,7.4,osrm
google_00118,google_00126,4.9,osrm
google_00118,google_00132,8.1,osrm
google_00118,google_00138,3.6,osrm
6,manual_trick_art_001,8.3,osrm
328,manual_trick_art_001,6.4,osrm
1629,manual_trick_art_001,7.7,osrm
337,manual_trick_art_001,4.6,osrm
1017,manual_trick_art_001,3.6,osrm
832,manual_trick_art_001,8.3,osrm
576,manual_trick_art_001,8.7,osrm
17196,manual_trick_art_001,6.6,osrm
24977,manual_trick_art_001,7.3,osrm
5757,manual_trick_art_001,5.4,osrm
18109,manual_trick_art_001,8.8,osrm
16110,manual_trick_art_001,7.3,osrm
8381,manual_trick_art_001,7.4,osrm
16974,manual_trick_art_001,6.8,osrm
44851,manual_trick_art_001,8.4,osrm
46454,manual_trick_art_001,10.0,osrm
54348,manual_trick_art_001,5.7,osrm
google_00032,manual_trick_art_001,10.4,osrm
google_00038,manual_trick_art_001,8.3,osrm
google_00046,manual_trick_art_001,10.4,osrm
google_00048,manual_trick_art_001,6.8,osrm
google_00062,manual_trick_art_001,7.5,osrm
google_00065,manual_trick_art_001,5.9,osrm
google_00066,manual_trick_art_001,5.3,osrm
google_00071,manual_trick_art_001,4.8,osrm
google_00077,manual_trick_art_001,9.0,osrm
google_00078,manual_trick_art_001,4.6,osrm
google_00085,manual_trick_art_001,7.2,osrm
google_00091,manual_trick_art_001,7.8,osrm
google_00094,manual_trick_art_001,5.8,osrm
google_00104,manual_trick_art_001,10.0,osrm
google_00106,manual_trick_art_001,5.7,osrm
google_00109,manual_trick_art_001,7.2,osrm
google_00113,manual_trick_art_001,5.5,osrm
google_00117,manual_trick_art_001,9.3,osrm
google_00119,manual_trick_art_001,8.3,osrm
google_00120,manual_trick_art_001,3.8,osrm
google_00123,manual_trick_art_001,6.6,osrm
google_00125,manual_trick_art_001,9.9,osrm
google_00128,manual_trick_art_001,5.5,osrm
google_00129,manual_trick_art_001,6.7,osrm
google_00135,manual_trick_art_001,9.6,osrm
google_00139,manual_trick_art_001,5.6,osrm
google_00141,manual_trick_art_001,7.7,osrm
6,google_00167,5.6,osrm
8318,google_00147,3.3,osrm
328,google_00167,3.2,osrm
1629,google_00167,4.1,osrm
337,google_00167,2.9,osrm
43780,google_00147,6.9,osrm
1017,google_00167,2.1,osrm
832,google_00167,5.2,osrm
11945,google_00147,7.2,osrm
12867,google_00147,5.7,osrm
576,google_00167,5.2,osrm
17394,google_00147,8.4,osrm
17196,google_00167,4.7,osrm
26083,google_00147,9.8,osrm
24977,google_00167,3.8,osrm
5757,google_00167,1.9,osrm
18109,google_00167,5.2,osrm
26748,google_00147,15.5,osrm
67516,google_00147,8.1,osrm
15684,google_00147,4.6,osrm
16110,google_00167,3.7,osrm
5354,google_00147,3.8,osrm
8381,google_00167,4.2,osrm
28270,google_00147,6.5,osrm
16974,google_00167,4.0,osrm
44851,google_00167,5.7,osrm
46454,google_00167,6.5,osrm
54348,google_00167,2.8,osrm
73162,google_00147,13.7,osrm
google_00007,google_00147,13.7,osrm
google_00032,google_00167,6.9,osrm
google_00038,google_00167,5.6,osrm
google_00046,google_00167,6.9,osrm
google_00048,google_00167,3.6,osrm
google_00062,google_00167,3.9,osrm
google_00065,google_00167,2.9,osrm
google_00066,google_00167,3.8,osrm
google_00071,google_00167,0.8,osrm
google_00074,google_00147,13.0,osrm
google_00077,google_00167,6.3,osrm
google_00078,google_00167,0.6,osrm
google_00085,google_00167,3.9,osrm
google_00087,google_00147,4.4,osrm
google_00091,google_00167,6.7,osrm
google_00094,google_00167,2.4,osrm
google_00096,google_00147,11.2,osrm
google_00104,google_00167,7.4,osrm
google_00106,google_00167,2.2,osrm
google_00109,google_00167,3.7,osrm
google_00113,google_00167,2.4,osrm
google_00117,google_00167,6.6,osrm
google_00119,google_00167,4.8,osrm
google_00120,google_00167,5.2,osrm
google_00123,google_00167,3.4,osrm
google_00125,google_00167,6.4,osrm
google_00128,google_00167,2.2,osrm
google_00129,google_00167,3.6,osrm
google_00135,google_00167,6.2,osrm
google_00139,google_00167,3.3,osrm
google_00141,google_00167,5.0,osrm
manual_trick_art_001,google_00167,2.4,osrm
